,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,filepath
8692,31014,Men,Apparel,Bottomwear,Trousers,Black,Summer,2013.0,Formal,Arrow Men Black Trousers,31014.jpg
8693,53463,Women,Apparel,Innerwear,Bra,Pink,Summer,2018.0,Casual,Amante Pink Full-Coverage Lace Bra BCLC11,53463.jpg
8694,30847,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Fabindia Women Printed Maroon Kurta,30847.jpg
8695,4216,Girls,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Disney Kids Girl's Yellow Fun In The Fair Kidswear,4216.jpg
8696,8342,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,ADIDAS Men Slimsoll Blue Sports Shoes,8342.jpg
8697,59595,Women,Apparel,Saree,Sarees,Purple,Fall,2012.0,Ethnic,FNF Purple Collection for Wedding Sari,59595.jpg
8698,8844,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2011.0,Casual,Scullers Men Scul Brown Trousers,8844.jpg
8699,22980,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Fila Men Light Brown New Percoso II Casual Shoes,22980.jpg
8700,11896,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2011.0,Formal,Franco Leone Men Formal Black Formal Shoes,11896.jpg
8701,22011,Women,Accessories,Bags,Handbags,Blue,Winter,2015.0,Casual,Murcia Women Casual Blue Handbag,22011.jpg
8702,35311,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,35311.jpg
8703,38942,Boys,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Gini and Jony Boys Check White Shirt,38942.jpg
8704,27514,Women,Apparel,Innerwear,Briefs,White,Winter,2015.0,Casual,Jockey Lace Stretch White Bikini Brief,27514.jpg
8705,50024,Women,Apparel,Bottomwear,Leggings,Black,Winter,2015.0,Casual,Hanes Women Black ComfortSoft Waistband Cotton Stretch Full Leggings,50024.jpg
8706,26528,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Gas Men Walk Black Casual Shoes,26528.jpg
8707,5330,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Fila Men's Rockridge Slate Shoe,5330.jpg
8708,12070,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,W Women Printed White Kurtas,12070.jpg
8709,27079,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Catwalk Women Black Flats,27079.jpg
8710,7550,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men's Teal Blue Polo T-shirt,7550.jpg
8711,16048,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Highlander Men Check Red Shirt,16048.jpg
8712,48896,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lucera Women Silver Pendant with Chain,48896.jpg
8713,3916,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Urban Yoga Men's Breathe Grey T-shirt,3916.jpg
8714,56897,Women,Footwear,Shoes,Heels,Maroon,Winter,2012.0,Casual,HM Women Maroon Heels,56897.jpg
8715,8243,Women,Accessories,Bags,Handbags,Yellow,Winter,2016.0,Casual,Fastrack Women Yellow Sling Bag,8243.jpg
8716,12490,Men,Apparel,Topwear,Shirts,Purple,Winter,2011.0,Casual,Genesis Purple Casual Shirt,12490.jpg
8717,50556,Men,Apparel,Innerwear,Innerwear Vests,Black,Winter,2016.0,Casual,Chromozome Men Black Innerwear T-shirt,50556.jpg
8718,21356,Women,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Van Heusen Women Aviator Sunglasses,21356.jpg
8719,37628,Girls,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Madagascar3 Girls Off White Printed T-Shirt,37628.jpg
8720,43237,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012.0,Casual,Reebok Men Navy Blue Varsity Casual Shoes,43237.jpg
8721,49504,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Vans Men Brown Casual Shoes,49504.jpg
8722,17660,Women,Footwear,Shoes,Casual Shoes,Brown,Winter,2015.0,Casual,Catwalk Women Ballerina Brown Casual Shoe,17660.jpg
8723,59890,Women,Apparel,Topwear,Tunics,Multi,Fall,2012.0,Casual,Femella Women Multi Coloured Tunic,59890.jpg
8724,8530,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men Nike air relentless Black Sports Shoes,8530.jpg
8725,40605,Women,Apparel,Topwear,Kurtas,Teal,Summer,2012.0,Ethnic,Span Women Teal Kurta,40605.jpg
8726,17161,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Purple Shirt,17161.jpg
8727,46512,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Timex Women White Dial Watch,46512.jpg
8728,16961,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Image Men Sunglasses,16961.jpg
8729,3302,Men,Footwear,Shoes,Sports Shoes,White,Spring,2011.0,Sports,Asics Men's Gel Kayano 17 White Blue Shoe,3302.jpg
8730,32835,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Grendha Women Flori Brown Flats,32835.jpg
8731,39668,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Lotto Men White Sports Shoes,39668.jpg
8732,47315,Women,Accessories,Bags,Clutches,Purple,Fall,2012.0,Casual,Baggit Women Purple Jhula Camlincrush Purse,47315.jpg
8733,55903,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017.0,Casual,Colorbar Quick Finish Nail Lacquer 15,55903.jpg
8734,58511,Women,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Tonga Women White Shirt,58511.jpg
8735,58615,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Casual,ToniQ Women Silver Earrings,58615.jpg
8736,12397,Men,Accessories,Socks,Socks,Brown,Summer,2016.0,Formal,Reid & Taylor Men Solid Brown Socks,12397.jpg
8737,3344,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Myntra Men's Yet Despite Navy Blue T-shirt,3344.jpg
8738,26825,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Casual,Highlander Men Beige Trousers,26825.jpg
8739,56661,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,United Colors of Benetton Men Black Shoes,56661.jpg
8740,53582,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Women White Dial Watch,53582.jpg
8741,18777,Men,Accessories,Ties,Ties,Navy Blue,Summer,2011.0,Formal,Peter England Men Elite Navy Blue Tie,18777.jpg
8742,33204,Women,Apparel,Topwear,Tunics,Grey,Summer,2012.0,Casual,Sepia Women Grey Tunic,33204.jpg
8743,52222,Women,Accessories,Jewellery,Pendant,Black,Summer,2013.0,Casual,Lencia Black and Silver Pendant,52222.jpg
8744,20091,Women,Apparel,Topwear,Sweaters,Grey,Summer,2012.0,Casual,United Colors of Benetton Women Grey Sweater,20091.jpg
8745,10859,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Furious Rides Navy Blue T-Shirts,10859.jpg
8746,11095,Women,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,Scullers Women Knit Black Sweaters,11095.jpg
8747,17603,Unisex,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Cat Unisex Classic Grey Sunglasses,17603.jpg
8748,49486,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Vans Men Blue Casual Shoes,49486.jpg
8749,1924,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,Puma Mens Racing White T-shirt,1924.jpg
8750,39199,Women,Footwear,Shoes,Heels,White,Winter,2015.0,Casual,Catwalk Women White Sandals,39199.jpg
8751,34580,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Tonga Women Black Top,34580.jpg
8752,47390,Women,Accessories,Bags,Handbags,Olive,Winter,2016.0,Casual,Baggit Women Olive Bag,47390.jpg
8753,12319,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,Genesis Men Stripes Black Shirts,12319.jpg
8754,29744,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Chronograph Watch CH2783,29744.jpg
8755,35940,Women,Apparel,Bottomwear,Capris,Black,Summer,2012.0,Casual,Flying Machine Women Viscose Black Capris,35940.jpg
8756,53894,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Kiara Women Beige Handbag,53894.jpg
8757,47017,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Shree Women Red Chevron Stripe Kurta,47017.jpg
8758,18977,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,ADIDAS Originals Men Adi Trefoil Orange Tshirt,18977.jpg
8759,51140,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016.0,Casual,Parx Men Navy Blue Socks,51140.jpg
8760,19473,Men,Apparel,Topwear,Sweatshirts,Purple,Summer,2012.0,Casual,Quiksilver Men Purple Sweatshirt,19473.jpg
8761,5601,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2011.0,Casual,Nike Men's Splash Thong Yellow Black Flip Flop,5601.jpg
8762,59059,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Global Desi Women Green Kurta,59059.jpg
8763,12543,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Tantra Women Printed Pink T-shirt,12543.jpg
8764,47620,Women,Footwear,Shoes,Heels,Black,Fall,2014.0,Casual,Portia Women Black Flats,47620.jpg
8765,27702,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Black Handbag,27702.jpg
8766,16036,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Highlander Men Check Green Shirt,16036.jpg
8767,44750,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2010.0,Casual,Globalite Men Black Tracker Shoes,44750.jpg
8768,40483,Women,Footwear,Shoes,Sports Shoes,Pink,Fall,2012.0,Sports,Fila Women Pink Speed Lite Sports Shoes,40483.jpg
8769,14019,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Nike Men Stripes White Tshirts,14019.jpg
8770,12127,Women,Apparel,Topwear,Kurtas,Red,Fall,2011.0,Ethnic,Aurelia Women Solid Red Kurtas,12127.jpg
8771,22560,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017.0,Casual,Reebok Men Reeload Deo,22560.jpg
8772,16375,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Formal,Peter England Men Stripes Navy Blue Trouser,16375.jpg
8773,56977,Women,Footwear,Shoes,Heels,White,Winter,2012.0,Casual,HM Women White Sandals,56977.jpg
8774,18570,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Puma Men Boot Red T-shirt,18570.jpg
8775,30611,Men,Apparel,Topwear,Jackets,Grey,Summer,2012.0,Sports,Nike Men Grey Jacket,30611.jpg
8776,8313,Women,Accessories,Bags,Handbags,Black,Winter,2016.0,Casual,Fastrack Women Nylon Black Handbag,8313.jpg
8777,16807,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Locomotive Men Check Blue Shirt,16807.jpg
8778,34033,Boys,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Palm Tree Boys Check Green Shirt,34033.jpg
8779,7031,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,s.Oliver Men's What Up Cracker White T-shirt,7031.jpg
8780,29664,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Indigo Nation Men White Shirt,29664.jpg
8781,59547,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Silver Earrings,59547.jpg
8782,51264,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Parx Men Black Belt,51264.jpg
8783,17435,Women,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Casio Enticer Women Silver Analogue Watches (SH147) LTP-2069D-2A2VDF,17435.jpg
8784,57194,Women,Apparel,Topwear,Tunics,Yellow,Summer,2012.0,Casual,Elle Women Yellow Vintage Tunic,57194.jpg
8785,10117,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Reebok Men Premier Zigfly Silver Sports Shoes,10117.jpg
8786,20237,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Wrangler Women Printed Blue T-shirt,20237.jpg
8787,15053,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2013.0,Formal,Franco Leone Men Brown Formal Shoe,15053.jpg
8788,11317,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,United Colors of Benetton Women Washed Black Jeans,11317.jpg
8789,31662,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Indigo Nation Men Printed Teal Shirt,31662.jpg
8790,24328,Unisex,Accessories,Bags,Backpacks,Blue,Fall,2011.0,Casual,ADIDAS Unisex Blue Casual Backpack,24328.jpg
8791,37534,Boys,Apparel,Innerwear,Innerwear Vests,Blue,Summer,2012.0,Casual,Madagascar3 Boys Blue Innerwear Vest,37534.jpg
8792,9523,Unisex,Accessories,Bags,Backpacks,Blue,Fall,2011.0,Casual,ADIDAS Unisex Bess Bp Blue Backpacks,9523.jpg
8793,19554,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Men Solid Navy Blue TShirt,19554.jpg
8794,10025,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Sports,Nike Women As Element Ja Pink T-Shirt,10025.jpg
8795,44492,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Gliders Men Black Shoes,44492.jpg
8796,38655,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Air Impetus II White Sports Shoes,38655.jpg
8797,36939,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,Carolina Herrera Women Chic Eau De Perfume 80 ml,36939.jpg
8798,14836,Men,Accessories,Belts,Belts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Black Belt,14836.jpg
8799,23550,Men,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,Police Men Contemporary Perfume,23550.jpg
8800,42148,Women,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,Nike Women White Diffusion Sports Shoes,42148.jpg
8801,26062,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Miller Men Striped Blue Shirt,26062.jpg
8802,19987,Women,Apparel,Topwear,Tops,Blue,Summer,2011.0,Casual,United Colors of Benetton Women Solid Blue Top,19987.jpg
8803,50310,Men,Accessories,Ties,Ties,Blue,Summer,2012.0,Formal,Park Avenue Men Blue Tie,50310.jpg
8804,5485,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men Air Fligh Showup White Shoe,5485.jpg
8805,19962,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Check Grey Sweater,19962.jpg
8806,57857,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Brown Flats,57857.jpg
8807,39412,Men,Apparel,Topwear,Shirts,Orange,Summer,2014.0,Casual,U.S. Polo Assn. Orange Tailored Fit Striped Casual Shirt,39412.jpg
8808,6541,Unisex,Accessories,Bags,Backpacks,Red,Summer,2011.0,Casual,Nike Unisex Fundamen Red Backpack,6541.jpg
8809,40998,Girls,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Palm Tree Girls Woven Black Jeans,40998.jpg
8810,55968,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017.0,Casual,Colorbar Velvet Matte Demure 1 Lipstick 82V,55968.jpg
8811,23676,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Red Tape Men Cross Band Black Sandals,23676.jpg
8812,14986,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,ADIDAS Men Printed Navy Blue Sweatshirts,14986.jpg
8813,33560,Women,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Wrangler Women Floral Stud Navy Blue T-shirt,33560.jpg
8814,1621,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2010.0,Sports,Reebok Men Micro Shorts Black and White,1621.jpg
8815,48618,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Lucera Women Silver Earrings,48618.jpg
8816,7104,Unisex,Accessories,Bags,Backpacks,Grey,Winter,2015.0,Casual,Wildcraft Unisex Grey Backpack,7104.jpg
8817,33570,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Wrangler Men Grey Polo T-shirt,33570.jpg
8818,4631,Women,Footwear,Shoes,Flats,Pink,Summer,2011.0,Casual,ADIDAS Women Libria  Pink Flats,4631.jpg
8819,18050,Women,Accessories,Wallets,Wallets,Brown,Winter,2015.0,Casual,Lino Perros Women Solid Brown Wallet,18050.jpg
8820,57388,Women,Apparel,Innerwear,Briefs,White,Winter,2015.0,Casual,Amante Women Pack of 3 Briefs PFCN04,57388.jpg
8821,18987,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,ADIDAS Originals Men St Grp Blue T-Shirt,18987.jpg
8822,5865,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Men's Twelve Faster T-shirt,5865.jpg
8823,20162,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Wrangler Men Neon Brown Shirt,20162.jpg
8824,5479,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men Zoom Black Sports Shoe,5479.jpg
8825,56655,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,United Colors of Benetton Men Blue Shoes,56655.jpg
8826,9262,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt,9262.jpg
8827,51564,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Fastrack Men Steel Dial Watch,51564.jpg
8828,32768,Men,Apparel,Topwear,Tshirts,Grey,Spring,2013.0,Casual,Music Men Printed Grey T-shirt,32768.jpg
8829,56527,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Streetwear Satin Smooth Plum Brown Lipstick 39,56527.jpg
8830,31837,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Men White Dial Watch,31837.jpg
8831,43914,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Femella Women Blue Shorts,43914.jpg
8832,15612,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Sports,Nike Men AS Thermal Grey Track Pants,15612.jpg
8833,55901,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017.0,Casual,Colorbar Quick Finish Nail Lacquer 17,55901.jpg
8834,14706,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Genesis Men Stripes Purple Shirts,14706.jpg
8835,5144,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Wrangler Women's Nautical Stripe White Blue T-shirt,5144.jpg
8836,46441,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Timex Men Sliver Dial Chronograph Watch,46441.jpg
8837,7291,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Mickey Men's Donald Salute Star Brown T-shirt,7291.jpg
8838,24886,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Blue Polo T-shirt,24886.jpg
8839,7132,Women,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Urban Yoga Women's Green T-shirt,7132.jpg
8840,59223,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Titan Women Silver Watch,59223.jpg
8841,38452,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Baggit Women Red Handbag,38452.jpg
8842,47112,Boys,Footwear,Sandal,Sandals,Red,Spring,2013.0,Casual,Marvel Boys Red Spiderman Clogs,47112.jpg
8843,38804,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Joker Men Blue T-shirt,38804.jpg
8844,42959,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,French Connection Men Black Belt,42959.jpg
8845,22746,Women,Apparel,Topwear,Kurtas,Red,Fall,2011.0,Ethnic,BIBA Women Printed Red Kurta,22746.jpg
8846,3485,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,ADIDAS Men's Polo Crome Black T-shirt,3485.jpg
8847,37992,Men,Accessories,Belts,Belts,Black,Fall,2012.0,Casual,New Hide Men Reversibele Belt,37992.jpg
8848,26295,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Proline Men Red Striped Polo T-shirt,26295.jpg
8849,9720,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Lotto Men Lima Black Sports Shoes,9720.jpg
8850,24355,Women,Apparel,Topwear,Kurtas,Orange,Fall,2011.0,Ethnic,Folklore Women Orange Printed Kurta,24355.jpg
8851,4729,Boys,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Disney Kids Boy's Crew Sea Life Sialing Green Teen Kidswear,4729.jpg
8852,3982,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Mr.Men Men's Wassup Grey T-shirt,3982.jpg
8853,3249,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2010.0,Casual,Puma Women Sneakerina Black Shoe,3249.jpg
8854,39253,Men,Footwear,Shoes,Casual Shoes,Rust,Winter,2018.0,Casual,Red Chief Men Rust Casual  Shoes,39253.jpg
8855,22100,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Vishudh Women Printed Blue Kurta,22100.jpg
8856,35208,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2015.0,Casual,Wildcraft Unisex Blue & Grey Backpack,35208.jpg
8857,5671,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Tantra Men's Autorikshaw White T-shirt,5671.jpg
8858,19103,Women,Apparel,Topwear,Kurtas,Beige,Fall,2011.0,Ethnic,Mother Earth Women Printed Beige Kurta,19103.jpg
8859,46646,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,2017.0,Casual,Rasasi Men Deserve Deo,46646.jpg
8860,17247,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Blue Polo Tshirt,17247.jpg
8861,7230,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Rockport Men's Myrics Mid Brown Shoe,7230.jpg
8862,1544,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010.0,Casual,Puma Men's Basket Bump Sneaker,1544.jpg
8863,43872,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Men Blue Driving Power Lo Shoes,43872.jpg
8864,6722,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Locomotive Men's Fateeion Black Blue T-shirt,6722.jpg
8865,19707,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Check Black Shirt,19707.jpg
8866,59030,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Carlton London Women Black Heels,59030.jpg
8867,22179,Men,Footwear,Shoes,Casual Shoes,Olive,Fall,2012.0,Casual,Timberland Men Olive Casual Shoes,22179.jpg
8868,27722,Women,Accessories,Bags,Handbags,Purple,Winter,2015.0,Casual,Murcia Women Purple Handbag,27722.jpg
8869,42915,Women,Accessories,Belts,Belts,Grey,Summer,2012.0,Casual,French Connection Women Grey Belt,42915.jpg
8870,33957,Women,Apparel,Bottomwear,Leggings,Black,Spring,2012.0,Casual,Femella Women Black Leggings,33957.jpg
8871,49998,Women,Apparel,Innerwear,Briefs,Multi,Winter,2015.0,Casual,Hanes Women Pack of Two No Panty Line - Cotton Stretch Boyleg Panties,49998.jpg
8872,17008,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black Flats,17008.jpg
8873,43209,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Fastrack Men Grey Dial Watch,43209.jpg
8874,6445,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Lotto Men's Calcetto Black Red Shoe,6445.jpg
8875,28298,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men Sunglasses,28298.jpg
8876,17827,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Nike Men Air Force 1 '07 White Casual Shoe,17827.jpg
8877,45109,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio Enticer Men Silver-Toned Dial Analogue Watch MTP-1165A-1CDF(A132),45109.jpg
8878,42685,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Alma Women White Printed Kurta,42685.jpg
8879,37449,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Turtle Men Brown Belt,37449.jpg
8880,57005,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Ethnic,HM Women Black Sandals,57005.jpg
8881,19796,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,U.S. Polo Assn. Men Black Striped Polo T-shirt,19796.jpg
8882,22654,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015.0,Casual,Wildcraft Unisex Black Backpack,22654.jpg
8883,7534,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Nike men's As Nike Spher White Orange T-shirt,7534.jpg
8884,30858,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Fabindia Women Striped Black Kurta,30858.jpg
8885,31991,Men,Accessories,Socks,Socks,Brown,Summer,2016.0,Casual,Playboy Men Brown Socks,31991.jpg
8886,35312,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,35312.jpg
8887,40589,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Aurelia Women Printed White Kurta,40589.jpg
8888,46478,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Timex Women White Watch,46478.jpg
8889,28961,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,BIBA Women Printed Blue Kurta,28961.jpg
8890,12318,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,Genesis Men Stripes Red Shirts,12318.jpg
8891,20939,Men,Accessories,Bags,Backpacks,Navy Blue,Winter,2016.0,Casual,Fastrack Men Polyester Navy Blue Backpack,20939.jpg
8892,21935,Women,Accessories,Bags,Handbags,Grey,Winter,2015.0,Casual,Murcia Women Casual Grey Handbag,21935.jpg
8893,7782,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Casual,Urban Yoga Men's Abhayas Black Track Pant,7782.jpg
8894,39765,Women,Apparel,Bottomwear,Trousers,Olive,Summer,2012.0,Casual,Arrow Woman Olive Trousers,39765.jpg
8895,5603,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,Nike Men's Chroma Thong White Red Flip Flop,5603.jpg
8896,16022,Men,Apparel,Bottomwear,Trousers,Olive,Fall,2011.0,Casual,Turtle Men Solid Khakhi Trouser,16022.jpg
8897,19622,Women,Apparel,Topwear,Tops,Green,Summer,2011.0,Casual,United Colors of Benetton Women Solid Green Top,19622.jpg
